,cid,week,day,time,use,sid,gu
836,4,1,1013,0,0,50110054,한경면
837,4,1,1013,1,0,50110054,한경면
838,4,1,1013,2,0,50110054,한경면
839,4,1,1013,3,0,50110054,한경면
840,4,1,1013,4,0,50110054,한경면
841,4,1,1013,5,0,50110054,한경면
842,4,1,1013,6,0,50110054,한경면
843,4,1,1013,7,0,50110054,한경면
844,4,1,1013,8,0,50110054,한경면
845,4,1,1013,9,0,50110054,한경면
846,4,1,1013,10,0,50110054,한경면
847,4,1,1013,11,0,50110054,한경면
848,4,1,1013,12,0,50110054,한경면
849,4,1,1013,13,0,50110054,한경면
850,4,1,1013,14,0,50110054,한경면
851,4,1,1013,15,0,50110054,한경면
852,4,1,1013,16,1,50110054,한경면
853,4,1,1013,17,0,50110054,한경면
854,4,1,1013,18,0,50110054,한경면
855,4,1,1013,19,0,50110054,한경면
856,4,1,1013,20,0,50110054,한경면
857,4,1,1013,21,0,50110054,한경면
858,4,1,1013,22,0,50110054,한경면
859,4,1,1013,23,0,50110054,한경면
860,4,2,1014,0,0,50110054,한경면
861,4,2,1014,1,0,50110054,한경면
862,4,2,1014,2,0,50110054,한경면
863,4,2,1014,3,0,50110054,한경면
864,4,2,1014,4,0,50110054,한경면
865,4,2,1014,5,0,50110054,한경면
866,4,2,1014,6,0,50110054,한경면
867,4,2,1014,7,0,50110054,한경면
868,4,2,1014,8,0,50110054,한경면
869,4,2,1014,9,0,50110054,한경면
870,4,2,1014,10,0,50110054,한경면
871,4,2,1014,11,0,50110054,한경면
872,4,2,1014,12,0,50110054,한경면
873,4,2,1014,13,1,50110054,한경면
874,4,2,1014,14,0,50110054,한경면
875,4,2,1014,15,0,50110054,한경면
876,4,2,1014,16,0,50110054,한경면
877,4,2,1014,17,0,50110054,한경면
878,4,2,1014,18,0,50110054,한경면
879,4,2,1014,19,0,50110054,한경면
880,4,2,1014,20,0,50110054,한경면
881,4,2,1014,21,0,50110054,한경면
882,4,2,1014,22,0,50110054,한경면
883,4,2,1014,23,0,50110054,한경면
884,4,3,1015,0,0,50110054,한경면
885,4,3,1015,1,0,50110054,한경면
886,4,3,1015,2,0,50110054,한경면
887,4,3,1015,3,0,50110054,한경면
888,4,3,1015,4,0,50110054,한경면
889,4,3,1015,5,0,50110054,한경면
890,4,3,1015,6,0,50110054,한경면
891,4,3,1015,7,0,50110054,한경면
892,4,3,1015,8,0,50110054,한경면
893,4,3,1015,9,0,50110054,한경면
894,4,3,1015,10,0,50110054,한경면
895,4,3,1015,11,0,50110054,한경면
896,4,3,1015,12,0,50110054,한경면
897,4,3,1015,13,0,50110054,한경면
898,4,3,1015,14,0,50110054,한경면
899,4,3,1015,15,0,50110054,한경면
900,4,3,1015,16,1,50110054,한경면
901,4,3,1015,17,0,50110054,한경면
902,4,3,1015,18,0,50110054,한경면
903,4,3,1015,19,0,50110054,한경면
904,4,3,1015,20,0,50110054,한경면
905,4,3,1015,21,0,50110054,한경면
906,4,3,1015,22,0,50110054,한경면
907,4,3,1015,23,0,50110054,한경면
908,4,4,1016,0,0,50110054,한경면
1384,9,2,1007,12,1,50110070,한경면
1385,9,2,1007,13,0,50110070,한경면
1386,9,2,1007,14,0,50110070,한경면
1387,9,2,1007,15,0,50110070,한경면
1388,9,2,1007,16,0,50110070,한경면
1389,9,2,1007,17,0,50110070,한경면
1390,9,2,1007,18,0,50110070,한경면
1391,9,2,1007,19,0,50110070,한경면
1392,9,2,1007,20,0,50110070,한경면
1393,9,2,1007,21,0,50110070,한경면
1394,9,2,1007,22,0,50110070,한경면
1395,9,2,1007,23,0,50110070,한경면
1396,9,3,1008,0,0,50110070,한경면
1397,9,3,1008,1,0,50110070,한경면
1398,9,3,1008,2,0,50110070,한경면
1399,9,3,1008,3,0,50110070,한경면
1400,9,3,1008,4,0,50110070,한경면
1401,9,3,1008,5,0,50110070,한경면
1402,9,3,1008,6,0,50110070,한경면
1403,9,3,1008,7,0,50110070,한경면
1404,9,3,1008,8,0,50110070,한경면
1405,9,3,1008,9,0,50110070,한경면
1406,9,3,1008,10,0,50110070,한경면
1407,9,3,1008,11,0,50110070,한경면
1408,9,3,1008,12,0,50110070,한경면
1409,9,3,1008,13,0,50110070,한경면
1410,9,3,1008,14,0,50110070,한경면
1411,9,3,1008,15,0,50110070,한경면
1412,9,3,1008,16,0,50110070,한경면
1413,9,3,1008,17,0,50110070,한경면
1414,9,3,1008,18,0,50110070,한경면
1415,9,3,1008,19,0,50110070,한경면
1416,9,3,1008,20,0,50110070,한경면
1417,9,3,1008,21,0,50110070,한경면
1418,9,3,1008,22,0,50110070,한경면
1419,9,3,1008,23,0,50110070,한경면
1420,9,4,1009,0,0,50110070,한경면
1421,9,4,1009,1,0,50110070,한경면
1422,9,4,1009,2,0,50110070,한경면
1423,9,4,1009,3,0,50110070,한경면
1424,9,4,1009,4,0,50110070,한경면
1425,9,4,1009,5,0,50110070,한경면
1426,9,4,1009,6,0,50110070,한경면
1427,9,4,1009,7,0,50110070,한경면
1428,9,4,1009,8,0,50110070,한경면
1429,9,4,1009,9,0,50110070,한경면
1430,9,4,1009,10,0,50110070,한경면
1431,9,4,1009,11,0,50110070,한경면
1432,9,4,1009,12,0,50110070,한경면
1433,9,4,1009,13,0,50110070,한경면
1434,9,4,1009,14,0,50110070,한경면
1435,9,4,1009,15,0,50110070,한경면
1436,9,4,1009,16,0,50110070,한경면
1437,9,4,1009,17,0,50110070,한경면
1438,9,4,1009,18,0,50110070,한경면
1439,9,4,1009,19,0,50110070,한경면
1440,9,4,1009,20,0,50110070,한경면
1441,9,4,1009,21,0,50110070,한경면
1442,9,4,1009,22,0,50110070,한경면
1443,9,4,1009,23,0,50110070,한경면
1444,9,5,1010,0,0,50110070,한경면
1445,9,5,1010,1,0,50110070,한경면
1446,9,5,1010,2,0,50110070,한경면
1447,9,5,1010,3,0,50110070,한경면
1448,9,5,1010,4,0,50110070,한경면
1449,9,5,1010,5,0,50110070,한경면
1450,9,5,1010,6,0,50110070,한경면
1451,9,5,1010,7,0,50110070,한경면
1452,9,5,1010,8,0,50110070,한경면
1453,9,5,1010,9,0,50110070,한경면
1454,9,5,1010,10,0,50110070,한경면
1455,9,5,1010,11,0,50110070,한경면
1456,9,5,1010,12,0,50110070,한경면
1457,9,5,1010,13,0,50110070,한경면
1458,9,5,1010,14,0,50110070,한경면
1459,9,5,1010,15,0,50110070,한경면
1460,9,5,1010,16,0,50110070,한경면
1461,9,5,1010,17,0,50110070,한경면
1462,9,5,1010,18,0,50110070,한경면
1463,9,5,1010,19,0,50110070,한경면
1464,9,5,1010,20,0,50110070,한경면
1465,9,5,1010,21,0,50110070,한경면
1466,9,5,1010,22,0,50110070,한경면
1467,9,5,1010,23,0,50110070,한경면
1468,9,6,1011,0,0,50110070,한경면
1469,9,6,1011,1,0,50110070,한경면
1470,9,6,1011,2,0,50110070,한경면
1471,9,6,1011,3,0,50110070,한경면
1472,9,6,1011,4,0,50110070,한경면
1473,9,6,1011,5,0,50110070,한경면
1474,9,6,1011,6,0,50110070,한경면
1475,9,6,1011,7,0,50110070,한경면
1476,9,6,1011,8,0,50110070,한경면
1477,9,6,1011,9,0,50110070,한경면
1478,9,6,1011,10,0,50110070,한경면
1479,9,6,1011,11,0,50110070,한경면
1480,9,6,1011,12,0,50110070,한경면
1481,9,6,1011,13,0,50110070,한경면
1482,9,6,1011,14,0,50110070,한경면
1483,9,6,1011,15,0,50110070,한경면
1484,9,6,1011,16,0,50110070,한경면
1485,9,6,1011,17,0,50110070,한경면
1486,9,6,1011,18,0,50110070,한경면
1487,9,6,1011,19,0,50110070,한경면
1488,9,6,1011,20,0,50110070,한경면
1489,9,6,1011,21,0,50110070,한경면
1490,9,6,1011,22,0,50110070,한경면
1491,9,6,1011,23,0,50110070,한경면
1492,9,0,1012,0,0,50110070,한경면
1493,9,0,1012,1,0,50110070,한경면
1494,9,0,1012,2,0,50110070,한경면
1495,9,0,1012,3,0,50110070,한경면
1496,9,0,1012,4,0,50110070,한경면
1497,9,0,1012,5,0,50110070,한경면
1498,9,0,1012,6,0,50110070,한경면
1499,9,0,1012,7,0,50110070,한경면
1500,9,0,1012,8,0,50110070,한경면
1501,9,0,1012,9,0,50110070,한경면
1502,9,0,1012,10,0,50110070,한경면
1503,9,0,1012,11,0,50110070,한경면
1504,9,0,1012,12,0,50110070,한경면
1505,9,0,1012,13,0,50110070,한경면
1506,9,0,1012,14,1,50110070,한경면
1507,9,0,1012,15,0,50110070,한경면
1508,9,0,1012,16,0,50110070,한경면
1509,9,0,1012,17,0,50110070,한경면
1510,9,0,1012,18,0,50110070,한경면
1511,9,0,1012,19,0,50110070,한경면
1512,9,0,1012,20,0,50110070,한경면
1513,9,0,1012,21,0,50110070,한경면
1514,9,0,1012,22,0,50110070,한경면
1515,9,0,1012,23,0,50110070,한경면
1516,9,1,1013,0,0,50110070,한경면
1517,9,1,1013,1,0,50110070,한경면
1518,9,1,1013,2,0,50110070,한경면
1519,9,1,1013,3,0,50110070,한경면
1520,9,1,1013,4,0,50110070,한경면
1521,9,1,1013,5,0,50110070,한경면
1522,9,1,1013,6,0,50110070,한경면
1523,9,1,1013,7,0,50110070,한경면
1524,9,1,1013,8,0,50110070,한경면
1525,9,1,1013,9,0,50110070,한경면
1526,9,1,1013,10,0,50110070,한경면
1527,9,1,1013,11,0,50110070,한경면
1528,9,1,1013,12,0,50110070,한경면
1529,9,1,1013,13,1,50110070,한경면
1530,9,1,1013,14,0,50110070,한경면
1531,9,1,1013,15,0,50110070,한경면
1532,9,1,1013,16,1,50110070,한경면
1533,9,1,1013,17,0,50110070,한경면
1534,9,1,1013,18,0,50110070,한경면
1535,9,1,1013,19,0,50110070,한경면
1536,9,1,1013,20,0,50110070,한경면
1537,9,1,1013,21,0,50110070,한경면
1538,9,1,1013,22,0,50110070,한경면
1539,9,1,1013,23,0,50110070,한경면
1540,9,2,1014,0,0,50110070,한경면
1541,9,2,1014,1,0,50110070,한경면
1542,9,2,1014,2,0,50110070,한경면
1543,9,2,1014,3,0,50110070,한경면
1544,9,2,1014,4,0,50110070,한경면
1545,9,2,1014,5,0,50110070,한경면
1546,9,2,1014,6,0,50110070,한경면
1547,9,2,1014,7,0,50110070,한경면
1548,9,2,1014,8,0,50110070,한경면
1549,9,2,1014,9,0,50110070,한경면
1550,9,2,1014,10,0,50110070,한경면
1551,9,2,1014,11,0,50110070,한경면
1552,9,2,1014,12,0,50110070,한경면
1553,9,2,1014,13,0,50110070,한경면
1554,9,2,1014,14,0,50110070,한경면
1555,9,2,1014,15,0,50110070,한경면
1556,9,2,1014,16,0,50110070,한경면
1557,9,2,1014,17,0,50110070,한경면
1558,9,2,1014,18,0,50110070,한경면
1559,9,2,1014,19,0,50110070,한경면
1560,9,2,1014,20,0,50110070,한경면
1561,9,2,1014,21,0,50110070,한경면
1562,9,2,1014,22,0,50110070,한경면
1563,9,2,1014,23,0,50110070,한경면
1564,9,3,1015,0,0,50110070,한경면
1565,9,3,1015,1,0,50110070,한경면
1566,9,3,1015,2,0,50110070,한경면
1567,9,3,1015,3,0,50110070,한경면
1568,9,3,1015,4,0,50110070,한경면
1569,9,3,1015,5,0,50110070,한경면
1570,9,3,1015,6,0,50110070,한경면
1571,9,3,1015,7,0,50110070,한경면
1572,9,3,1015,8,0,50110070,한경면
1573,9,3,1015,9,0,50110070,한경면
1574,9,3,1015,10,0,50110070,한경면
1575,9,3,1015,11,0,50110070,한경면
1576,9,3,1015,12,0,50110070,한경면
1577,9,3,1015,13,1,50110070,한경면
1578,9,3,1015,14,0,50110070,한경면
1579,9,3,1015,15,0,50110070,한경면
1580,9,3,1015,16,1,50110070,한경면
1581,9,3,1015,16,0,50110070,한경면
3003,17,1,1006,18,1,50110079,애월읍
3004,17,1,1006,18,0,50110079,애월읍
3005,17,1,1006,19,0,50110079,애월읍
3006,17,1,1006,20,0,50110079,애월읍
3007,17,1,1006,21,0,50110079,애월읍
3008,17,1,1006,22,0,50110079,애월읍
3009,17,1,1006,23,0,50110079,애월읍
3010,17,2,1007,0,0,50110079,애월읍
3011,17,2,1007,1,0,50110079,애월읍
3012,17,2,1007,2,0,50110079,애월읍
3013,17,2,1007,3,0,50110079,애월읍
3014,17,2,1007,4,0,50110079,애월읍
3015,17,2,1007,5,0,50110079,애월읍
3016,17,2,1007,6,0,50110079,애월읍
3017,17,2,1007,7,0,50110079,애월읍
3018,17,2,1007,8,0,50110079,애월읍
3019,17,2,1007,9,0,50110079,애월읍
3020,17,2,1007,10,0,50110079,애월읍
3021,17,2,1007,11,0,50110079,애월읍
3022,17,2,1007,12,0,50110079,애월읍
3023,17,2,1007,13,1,50110079,애월읍
3024,17,2,1007,14,0,50110079,애월읍
3025,17,2,1007,15,1,50110079,애월읍
3026,17,2,1007,16,0,50110079,애월읍
3027,17,2,1007,17,1,50110079,애월읍
3028,17,2,1007,17,0,50110079,애월읍
3029,17,2,1007,18,1,50110079,애월읍
3030,17,2,1007,18,0,50110079,애월읍
3031,17,2,1007,19,0,50110079,애월읍
3032,17,2,1007,20,1,50110079,애월읍
3033,17,2,1007,20,0,50110079,애월읍
3034,17,2,1007,21,0,50110079,애월읍
3035,17,2,1007,22,0,50110079,애월읍
3036,17,2,1007,23,0,50110079,애월읍
3037,17,3,1008,0,0,50110079,애월읍
3038,17,3,1008,1,0,50110079,애월읍
3039,17,3,1008,2,0,50110079,애월읍
3040,17,3,1008,3,0,50110079,애월읍
3041,17,3,1008,4,0,50110079,애월읍
3042,17,3,1008,5,0,50110079,애월읍
3043,17,3,1008,6,0,50110079,애월읍
3044,17,3,1008,7,0,50110079,애월읍
3045,17,3,1008,8,0,50110079,애월읍
3046,17,3,1008,9,0,50110079,애월읍
3047,17,3,1008,10,0,50110079,애월읍
3048,17,3,1008,11,0,50110079,애월읍
3049,17,3,1008,12,1,50110079,애월읍
3050,17,3,1008,12,1,50110079,애월읍
3051,17,3,1008,12,1,50110079,애월읍
3052,17,3,1008,12,0,50110079,애월읍
3053,17,3,1008,13,1,50110079,애월읍
3054,17,3,1008,13,0,50110079,애월읍
3055,17,3,1008,14,1,50110079,애월읍
3056,17,3,1008,15,0,50110079,애월읍
3057,17,3,1008,16,0,50110079,애월읍
3058,17,3,1008,17,0,50110079,애월읍
3059,17,3,1008,18,0,50110079,애월읍
3060,17,3,1008,19,0,50110079,애월읍
3061,17,3,1008,20,0,50110079,애월읍
3062,17,3,1008,21,0,50110079,애월읍
3063,17,3,1008,22,0,50110079,애월읍
3064,17,3,1008,23,0,50110079,애월읍
3065,17,4,1009,0,0,50110079,애월읍
3066,17,4,1009,1,0,50110079,애월읍
3067,17,4,1009,2,0,50110079,애월읍
3068,17,4,1009,3,0,50110079,애월읍
3069,17,4,1009,4,0,50110079,애월읍
3070,17,4,1009,5,0,50110079,애월읍
3071,17,4,1009,6,0,50110079,애월읍
3072,17,4,1009,7,0,50110079,애월읍
3073,17,4,1009,8,0,50110079,애월읍
3074,17,4,1009,9,0,50110079,애월읍
3075,17,4,1009,10,0,50110079,애월읍
3076,17,4,1009,11,0,50110079,애월읍
3077,17,4,1009,12,0,50110079,애월읍
3078,17,4,1009,13,0,50110079,애월읍
3079,17,4,1009,14,0,50110079,애월읍
3080,17,4,1009,15,0,50110079,애월읍
3081,17,4,1009,16,0,50110079,애월읍
3082,17,4,1009,17,0,50110079,애월읍
3083,17,4,1009,18,0,50110079,애월읍
3084,17,4,1009,19,0,50110079,애월읍
3085,17,4,1009,20,0,50110079,애월읍
3086,17,4,1009,21,0,50110079,애월읍
3087,17,4,1009,22,0,50110079,애월읍
3088,17,4,1009,23,0,50110079,애월읍
3089,17,5,1010,0,0,50110079,애월읍
3090,17,5,1010,1,0,50110079,애월읍
3091,17,5,1010,2,0,50110079,애월읍
3092,17,5,1010,3,0,50110079,애월읍
3093,17,5,1010,4,0,50110079,애월읍
3094,17,5,1010,5,0,50110079,애월읍
3095,17,5,1010,6,0,50110079,애월읍
3096,17,5,1010,7,0,50110079,애월읍
3097,17,5,1010,8,0,50110079,애월읍
3098,17,5,1010,9,0,50110079,애월읍
3099,17,5,1010,10,0,50110079,애월읍
3100,17,5,1010,11,0,50110079,애월읍
3101,17,5,1010,12,0,50110079,애월읍
3102,17,5,1010,13,0,50110079,애월읍
3103,17,5,1010,14,0,50110079,애월읍
3104,17,5,1010,15,0,50110079,애월읍
3105,17,5,1010,16,0,50110079,애월읍
3106,17,5,1010,17,0,50110079,애월읍
3107,17,5,1010,18,0,50110079,애월읍
3108,17,5,1010,19,0,50110079,애월읍
3109,17,5,1010,20,0,50110079,애월읍
3110,17,5,1010,21,0,50110079,애월읍
3111,17,5,1010,22,0,50110079,애월읍
3112,17,5,1010,23,0,50110079,애월읍
3113,17,6,1011,0,0,50110079,애월읍
3114,17,6,1011,1,0,50110079,애월읍
3115,17,6,1011,2,0,50110079,애월읍
3116,17,6,1011,3,0,50110079,애월읍
3117,17,6,1011,4,0,50110079,애월읍
3118,17,6,1011,5,0,50110079,애월읍
3119,17,6,1011,6,0,50110079,애월읍
3120,17,6,1011,7,0,50110079,애월읍
3121,17,6,1011,8,0,50110079,애월읍
3122,17,6,1011,9,0,50110079,애월읍
3123,17,6,1011,10,0,50110079,애월읍
3124,17,6,1011,11,0,50110079,애월읍
3125,17,6,1011,12,0,50110079,애월읍
3126,17,6,1011,13,0,50110079,애월읍
3127,17,6,1011,14,0,50110079,애월읍
3128,17,6,1011,15,0,50110079,애월읍
3129,17,6,1011,16,0,50110079,애월읍
3130,17,6,1011,17,0,50110079,애월읍
3131,17,6,1011,18,0,50110079,애월읍
3132,17,6,1011,19,0,50110079,애월읍
3133,17,6,1011,20,0,50110079,애월읍
3134,17,6,1011,21,0,50110079,애월읍
3135,17,6,1011,22,0,50110079,애월읍
3136,17,6,1011,23,0,50110079,애월읍
3137,17,0,1012,0,0,50110079,애월읍
3138,17,0,1012,1,0,50110079,애월읍
3139,17,0,1012,2,0,50110079,애월읍
3140,17,0,1012,3,0,50110079,애월읍
3141,17,0,1012,4,0,50110079,애월읍
3142,17,0,1012,5,0,50110079,애월읍
3143,17,0,1012,6,0,50110079,애월읍
3144,17,0,1012,7,0,50110079,애월읍
3145,17,0,1012,8,0,50110079,애월읍
3146,17,0,1012,9,0,50110079,애월읍
3147,17,0,1012,10,0,50110079,애월읍
3148,17,0,1012,11,0,50110079,애월읍
3149,17,0,1012,12,0,50110079,애월읍
3150,17,0,1012,13,1,50110079,애월읍
3151,17,0,1012,13,0,50110079,애월읍
3152,17,0,1012,14,1,50110079,애월읍
3153,17,0,1012,14,0,50110079,애월읍
3154,17,0,1012,15,0,50110079,애월읍
3155,17,0,1012,16,0,50110079,애월읍
3156,17,0,1012,17,0,50110079,애월읍
3157,17,0,1012,18,1,50110079,애월읍
3158,17,0,1012,18,0,50110079,애월읍
3159,17,0,1012,19,0,50110079,애월읍
3160,17,0,1012,20,0,50110079,애월읍
3161,17,0,1012,21,0,50110079,애월읍
3162,17,0,1012,22,0,50110079,애월읍
3163,17,0,1012,23,0,50110079,애월읍
3164,17,1,1013,0,0,50110079,애월읍
3165,17,1,1013,1,0,50110079,애월읍
3166,17,1,1013,2,0,50110079,애월읍
3167,17,1,1013,3,0,50110079,애월읍
3168,17,1,1013,4,0,50110079,애월읍
3169,17,1,1013,5,0,50110079,애월읍
3170,17,1,1013,6,0,50110079,애월읍
3171,17,1,1013,7,0,50110079,애월읍
3172,17,1,1013,8,0,50110079,애월읍
3173,17,1,1013,9,0,50110079,애월읍
3174,17,1,1013,10,1,50110079,애월읍
3175,17,1,1013,10,0,50110079,애월읍
3176,17,1,1013,11,0,50110079,애월읍
3177,17,1,1013,12,0,50110079,애월읍
3178,17,1,1013,13,0,50110079,애월읍
3179,17,1,1013,14,1,50110079,애월읍
3180,17,1,1013,15,0,50110079,애월읍
3181,17,1,1013,16,0,50110079,애월읍
3182,17,1,1013,17,0,50110079,애월읍
3183,17,1,1013,18,0,50110079,애월읍
3184,17,1,1013,19,0,50110079,애월읍
3185,17,1,1013,20,0,50110079,애월읍
3186,17,1,1013,21,0,50110079,애월읍
3187,17,1,1013,22,0,50110079,애월읍
3188,17,1,1013,23,0,50110079,애월읍
3189,17,2,1014,0,0,50110079,애월읍
3190,17,2,1014,1,0,50110079,애월읍
3191,17,2,1014,2,0,50110079,애월읍
3192,17,2,1014,3,0,50110079,애월읍
3193,17,2,1014,4,0,50110079,애월읍
3194,17,2,1014,5,0,50110079,애월읍
3195,17,2,1014,6,0,50110079,애월읍
3196,17,2,1014,7,0,50110079,애월읍
3197,17,2,1014,8,0,50110079,애월읍
3198,17,2,1014,9,0,50110079,애월읍
3199,17,2,1014,10,0,50110079,애월읍
3200,17,2,1014,11,0,50110079,애월읍
3201,17,2,1014,12,0,50110079,애월읍
3202,17,2,1014,13,0,50110079,애월읍
3203,17,2,1014,14,1,50110079,애월읍
3204,17,2,1014,14,0,50110079,애월읍
3205,17,2,1014,15,0,50110079,애월읍
3206,17,2,1014,16,1,50110079,애월읍
3207,17,2,1014,17,0,50110079,애월읍
3208,17,2,1014,18,0,50110079,애월읍
3209,17,2,1014,19,0,50110079,애월읍
3210,17,2,1014,20,0,50110079,애월읍
3211,17,2,1014,21,0,50110079,애월읍
3212,17,2,1014,22,0,50110079,애월읍
3213,17,2,1014,23,0,50110079,애월읍
3214,17,3,1015,0,0,50110079,애월읍
